Model,Kilometers Driven,Year,Owner,Fuel Type,Transmission,Insurance,number_of_photos,Car Condition,Selling Price
MarutiSwiftDzireVXI1.2BS,58410,2014,First Owner,Petrol,MANUAL,15/04/2021,5,43,440099
MarutiSwift,103268,2011,Second Owner,Diesel,MANUAL,29/03/2021,9,41,434599
RenaultDuster85PS,94268,2013,First Owner,Diesel,MANUAL,21/01/2021,6,41,435499
MarutiRitz,76553,2013,First Owner,Diesel,MANUAL,03/07/2021,10,43,293999
HyundaiGrandi10ASTA1.2AT,23738,2015,Second Owner,Petrol,AUTOMATIC,Expired,14,44,6
Hyundaii20SPORTZO1.4,118130,2012,Third Owner,Diesel,MANUAL,06/12/2021,7,42,243299
MarutiCelerio,73484,2015,Second Owner,Diesel,MANUAL,15/12/2021,11,44,283799
MarutiAltoK10,85649,2011,Second Owner,Petrol,MANUAL,05/11/2021,12,39,209099
MarutiVitaraBrezza,26212,2018,First Owner,Diesel,MANUAL,16/11/2021,6,49,828099
Hyundaii20ASTA,40583,2011,First Owner,Petrol,MANUAL,15/05/2021,6,43,301599
MarutiRitzVXI,95950,2010,First Owner,Petrol,MANUAL,26/09/2021,3,41,237193
MarutiBalenoZETA1.2K12,16491,2016,First Owner,Petrol,AUTOMATIC,01/01/2021,6,5,683999
FordEcosport1.5TITANIUMTIVCT,33932,2017,First Owner,Petrol,AUTOMATIC,23/01/2021,6,49,738399
MarutiSwift,81690,2013,First Owner,Petrol,MANUAL,13/05/2021,8,4,338699
Hyundaii20SPORTZ1.2,31613,2012,First Owner,Petrol,MANUAL,15/10/2021,17,43,376899
MarutiAltoK10,19279,2017,First Owner,Petrol,MANUAL,01/01/2021,11,45,369799
MarutiBalenoDELTA1.2,108048,2017,First Owner,Petrol + CNG,MANUAL,28/03/2021,14,43,497699
Hyundaii20MAGNAO,31541,2013,First Owner,Petrol,MANUAL,20/10/2020,8,42,295999
Hyundaii20MAGNAO1.4,114818,2011,Third Owner,Diesel,MANUAL,25/09/2021,5,41,270999
HyundaiAccentEXECUTIVE,82633,2010,Second Owner,Petrol,MANUAL,18/01/2022,6,4,113799
HondaAmaze1.5EXMTI,154964,2013,First Owner,Diesel,MANUAL,18/08/2021,4,39,238899
MarutiAlto800,42143,2018,First Owner,Petrol,MANUAL,13/12/2021,7,43,349499
MarutiSwiftDzireVDIBS,74080,2013,First Owner,Diesel,MANUAL,10/05/2021,9,42,500899
MarutiCelerio,13566,2018,First Owner,Petrol,MANUAL,04/07/2021,12,49,556099
HyundaiVernaFLUIDIC1.6SX,82252,2012,First Owner,Diesel,MANUAL,22/11/2021,8,39,381199
MarutiSwiftDzireVDIBS,105445,2012,First Owner,Diesel,MANUAL,11/07/2021,9,45,334499
DatsunGo,75141,2014,Second Owner,Petrol,MANUAL,23/03/2021,11,43,175030
MarutiBalenoZETA1.2K12,49342,2017,Second Owner,Petrol,AUTOMATIC,20/07/2020,6,47,674399
HondaCitySMT,49305,2012,First Owner,Petrol,MANUAL,30/12/2021,8,46,486416
ToyotaFortuner3.0MT,128749,2012,First Owner,Diesel,MANUAL,08/02/2021,6,44,1091499
ToyotaEtiosLiva,68582,2012,First Owner,Diesel,MANUAL,27/11/2021,11,45,311199
FordFigoAspire1.5TITANIUM,95991,2016,First Owner,Diesel,MANUAL,03/10/2021,8,45,390500
MarutiWagonR1.0,48347,2016,First Owner,Petrol,MANUAL,31/08/2021,3,46,376699
MahindraXUV500W8,60070,2014,First Owner,Diesel,MANUAL,07/09/2021,28,43,722699
MarutiWagonR1.0LXI,157328,2015,First Owner,Petrol + CNG,MANUAL,08/03/2021,14,43,329599
Hyundaii10MAGNA1.1,72917,2013,First Owner,Petrol + CNG,MANUAL,29/09/2021,11,43,5
MarutiSwiftDzireLDIBS,67776,2012,Second Owner,Diesel,MANUAL,23/03/2021,1,41,318999
HondaCitySVMT,107208,2014,First Owner,Diesel,MANUAL,13/07/2021,4,41,389099
MarutiAlto800,42845,2014,First Owner,Petrol,MANUAL,18/04/2021,13,43,266799
RenaultKwidRXT,34303,2018,First Owner,Petrol,MANUAL,15/01/2021,5,45,339100
MarutiSwift,2540,2018,First Owner,Petrol,MANUAL,08/01/2021,15,49,617699
MarutiSwiftDzireVXIRegalLimited,53148,2013,First Owner,Petrol,KA05,Comp,16,41,469299
Hyundaii10ERA1.1,54638,2012,First Owner,Petrol + CNG,MANUAL,03/01/2021,4,43,257499
HondaBrio1.2EMTI,81019,2014,First Owner,Petrol,MANUAL,11/01/2021,19,45,257099
Hyundaii10SPORTZ,124112,2009,First Owner,Petrol,MANUAL,01/09/2021,10,4,161199
MarutiSwift,21737,2016,First Owner,Petrol,MANUAL,24/03/2021,5,45,460899
MarutiOMNIE8,89196,2014,First Owner,Petrol,KA02,Comp,16,39,216038
HyundaiVernaFLUIDIC1.6SX,64030,2012,First Owner,Diesel,MANUAL,21/02/2021,17,44,353499
MarutiCiazZDI+,90097,2016,First Owner,Diesel,MANUAL,18/04/2021,5,45,616899
MarutiSwiftDzireVDIBS,127042,2012,First Owner,Diesel,MANUAL,27/09/2021,20,45,330899
MarutiIGNISZETA1.2K12,34363,2017,First Owner,Petrol,AUTOMATIC,30/08/2021,20,49,484199
ToyotaCorollaAltisD4D,97179,2011,First Owner,Diesel,MANUAL,08/02/2021,1,46,288299
MarutiAlto800,84084,2014,First Owner,Petrol,MANUAL,11/11/2021,8,41,221299
MarutiVitaraBrezzaVDI,114832,2018,First Owner,Diesel,MANUAL,14/07/2021,27,45,760699
MarutiBalenoZETADDIS,76945,2015,First Owner,Diesel,MANUAL,20/11/2020,3,46,519799
HondaAmaze1.5SMTI,85851,2013,Third Owner,Diesel,MANUAL,10/06/2021,6,4,401699
HondaWR-V1.2i-VTECVX,22325,2017,Second Owner,Petrol,MANUAL,04/09/2021,6,44,678908
MarutiSwiftDzireLDIBS,67411,2013,First Owner,Diesel,MANUAL,Expired,11,42,344698
Hyundaii10MAGNA1.2,45422,2012,First Owner,Petrol,MANUAL,16/10/2021,10,43,238499
MahindraKuv100K46,43945,2016,First Owner,Petrol,MANUAL,02/08/2021,6,43,369099
MarutiIGNISZETA1.2K12,22437,2017,First Owner,Petrol,AUTOMATIC,21/05/2021,15,44,533799
HyundaiElitei20MAGNA,54008,2016,First Owner,Petrol,MANUAL,Expired,5,44,446799
MarutiAltoK10,41493,2017,First Owner,Petrol,MANUAL,20/07/2021,8,46,335399
ToyotaEtiosLivaV,33185,2016,First Owner,Petrol,MANUAL,20/03/2021,6,46,538399
VolkswagenVentoTRENDLINE,34203,2011,First Owner,Petrol,MANUAL,27/03/2021,7,42,308799
Hyundaii20SPORTZ1.4,117093,2012,First Owner,Diesel,MANUAL,12/05/2021,6,43,271799
MarutiAlto,10260,2012,First Owner,Petrol,MANUAL,23/08/2021,16,47,268799
VolkswagenVentoHIGHLINE,52751,2012,Second Owner,Diesel,MANUAL,17/07/2021,29,41,391199
MarutiAltoK10,37328,2017,First Owner,Petrol,MANUAL,01/06/2021,12,45,336299
Hyundaii10MAGNA1.2,49942,2012,First Owner,Petrol,MANUAL,09/01/2021,4,42,339599
MarutiBalenoALPHA1.2,16317,2016,First Owner,Petrol,MANUAL,Expired,11,44,588999
ToyotaEtios,156589,2011,First Owner,Petrol,MANUAL,14/09/2021,11,42,4
ToyotaInnovaCrysta2.4GX7,64712,2017,Second Owner,Diesel,MANUAL,09/06/2021,9,46,1395599
MarutiSwiftVDI,83301,2014,First Owner,Diesel,MANUAL,08/01/2022,9,43,354299
MarutiBalenoALPHA1.2,26704,2017,First Owner,Petrol,MANUAL,22/11/2021,9,45,666999
VolkswagenVentoHIGHLINE,95866,2013,First Owner,Diesel,MANUAL,Expired,10,42,412899
MarutiSwiftDzire,44090,2012,First Owner,Diesel,MANUAL,25/12/2021,11,43,552899
TataIndicaVistaVX,44411,2011,First Owner,Diesel,MANUAL,27/08/2021,4,42,153999
SkodaRapidELEGANCE1.6TDI,120240,2012,First Owner,Diesel,MANUAL,07/02/2021,2,39,411499
MarutiSwift,99401,2013,First Owner,Diesel,MANUAL,03/06/2021,9,41,426799
ToyotaCorollaHE1.8,110801,2007,First Owner,Petrol,MANUAL,29/01/2021,14,39,151406
MarutiSwiftDzire,158746,2010,First Owner,Petrol + CNG,MANUAL,Expired,2,4,212699
HondaAmaze1.5EMTI,98889,2013,First Owner,Diesel,MANUAL,15/05/2021,6,42,254599
HondaCityV,92309,2010,Third Owner,Petrol,AUTOMATIC,Expired,21,44,345199
MarutiSwiftDzireVDIBS,58147,2012,First Owner,Diesel,MANUAL,26/03/2021,5,42,449699
MarutiAlto800,34886,2019,First Owner,Petrol,MANUAL,Expired,8,45,382227
HondaBrio1.2SMTI,64034,2013,First Owner,Petrol,MANUAL,24/02/2021,9,43,275599
RenaultKwid,50243,2015,First Owner,Petrol,MANUAL,17/04/2021,7,43,249599
MahindraXUV500W6,45848,2017,First Owner,Diesel,MANUAL,20/04/2021,21,43,1152941
MarutiSwiftDzire,30011,2013,First Owner,Diesel,MANUAL,Expired,15,45,563199
MarutiAltoK10,53535,2011,First Owner,Petrol,MANUAL,04/07/2021,9,42,208499
ToyotaCorollaAltisJ,41529,2014,First Owner,Petrol,MANUAL,16/10/2021,4,46,684399
ToyotaEtios,76993,2011,First Owner,Diesel,MANUAL,Expired,10,42,324499
MarutiAlto800,27886,2018,First Owner,Petrol,MANUAL,30/06/2021,13,5,285899
MarutiVitaraBrezza,51514,2017,First Owner,Diesel,MANUAL,24/04/2021,9,45,706099
Hyundaii10SPORTZ1.2,20239,2011,First Owner,Petrol,MANUAL,12/06/2021,15,42,394099
FordEcosport1.5TITANIUM,90501,2014,Second Owner,Diesel,MANUAL,30/07/2021,5,42,451399
MarutiWagonRDuoLXI,127978,2008,First Owner,Petrol + LPG,MANUAL,06/10/2021,18,4,223499
MarutiAlto800,4324,2019,First Owner,Petrol,MANUAL,28/01/2022,5,48,335499
MarutiSwiftVDI,54409,2015,First Owner,Diesel,MANUAL,Expired,16,46,425299
MarutiSwiftZXI,39712,2018,First Owner,Petrol,AUTOMATIC,31/10/2021,9,45,694799
BMWX1SDRIVE,166437,2011,First Owner,Diesel,AUTOMATIC,30/10/2021,3,42,792499
MarutiEeco5STRCNGWITHAC,39608,2018,First Owner,Petrol + CNG,MANUAL,11/07/2021,19,47,295599
VolkswagenVentoHIGHLINE,43725,2011,First Owner,Petrol,MANUAL,03/03/2021,8,42,301799
MarutiAltoK10,81759,2012,Second Owner,Petrol,MANUAL,11/03/2021,4,41,239642
Hyundaii10MAGNA,44618,2010,First Owner,Petrol,MANUAL,12/12/2021,3,42,240099
MarutiAlto800,12210,2016,First Owner,Petrol,MANUAL,Expired,22,46,277499
MahindraXUV500W10,44187,2016,First Owner,Diesel,AUTOMATIC,05/08/2020,5,46,1023399
MarutiAltoK10,63678,2012,First Owner,Petrol,MANUAL,19/07/2021,10,42,212599
Hyundaii20MAGNAO,125936,2010,First Owner,Petrol,MANUAL,05/05/2021,17,44,265599
FordFigo1.2TITANIUM,62392,2010,First Owner,Petrol,MANUAL,14/05/2021,8,43,3
HyundaiEonERA,28690,2015,First Owner,Petrol,MANUAL,22/09/2021,13,46,255899
MarutiSwift,81162,2011,First Owner,Diesel,MANUAL,16/05/2021,2,44,241699
HyundaiCreta1.6,45457,2015,First Owner,Petrol,MANUAL,17/06/2021,5,42,753299
MarutiAltoK10,15355,2015,First Owner,Petrol,MANUAL,26/11/2021,5,47,336265
HyundaiGrandi10ASTA1.2KAPPA,10864,2015,First Owner,Petrol,MANUAL,08/07/2021,7,44,445899
FordEcosport1.5TITANIUMTIVCT,76473,2014,Second Owner,Petrol,AUTOMATIC,15/09/2021,3,44,548899
MarutiWagonR1.0,41270,2012,Second Owner,Petrol,MANUAL,25/08/2021,11,43,260899
MarutiCelerioZXIOPT,19577,2016,First Owner,Petrol,AUTOMATIC,11/05/2021,3,48,372101
HyundaiGrandi10SPORTZ1.1,126199,2014,First Owner,Diesel,MANUAL,30/06/2021,9,43,306399
HyundaiCreta1.6,58647,2015,First Owner,Petrol,MANUAL,23/09/2021,1,47,857299
MarutiAlto,70239,2010,First Owner,Petrol,MANUAL,10/06/2021,12,42,157899
HyundaiVernaFLUIDIC1.6SX,69555,2013,First Owner,Diesel,MANUAL,Expired,12,41,349499
MarutiVitaraBrezza,4691,2019,First Owner,Diesel,MANUAL,30/12/2022,6,5,976799
HondaCitySMT,71388,2008,Second Owner,Petrol,MANUAL,21/01/2022,9,41,257879
Hyundaii10MAGNA1.2,130420,2012,First Owner,Petrol + CNG,MANUAL,02/08/2021,18,41,213799
Hyundaii20SPORTZ1.2,83304,2012,First Owner,Petrol,MANUAL,18/06/2021,8,43,434599
MarutiVitaraBrezzaZDI,37344,2018,First Owner,Diesel,AUTOMATIC,27/02/2021,6,45,921299
MarutiSwift,96449,2013,First Owner,Diesel,MANUAL,13/10/2021,7,42,446999
Hyundaii10MAGNA,105322,2009,Second Owner,Petrol,MANUAL,30/07/2021,11,41,126017
MarutiAlto,123701,2008,Third Owner,Petrol,MANUAL,29/06/2021,18,34,83399
HondaAmaze1.5VXMTI,47332,2018,First Owner,Diesel,MANUAL,Expired,14,46,565799
MarutiSwiftDzireVDIBS,67459,2014,First Owner,Diesel,MANUAL,12/02/2021,5,4,471999
ToyotaEtiosLiva,110645,2013,First Owner,Diesel,MANUAL,17/05/2021,20,44,2
Hyundaii10MAGNA1.1,18304,2013,First Owner,Petrol,MANUAL,19/01/2021,15,49,276499
Hyundaii20ASTA,83427,2010,Second Owner,Petrol,MANUAL,11/04/2021,15,38,247399
MarutiWagonR1.0LXI,128231,2012,First Owner,Petrol + CNG,MANUAL,22/10/2021,9,44,197576
MarutiSwiftDzireVXI1.2BS,59403,2012,Second Owner,Petrol,MANUAL,25/07/2021,18,44,340499
FordFigoAspire1.2AMBIENTE,26490,2017,First Owner,Petrol,MANUAL,04/02/2021,15,5,451399
MarutiVitaraBrezza,27711,2017,First Owner,Diesel,MANUAL,13/10/2021,8,47,809099
Hyundaii20ASTA,59533,2009,Second Owner,Petrol,MANUAL,Expired,20,42,233099
MarutiSwiftDzireVDIBS,73926,2012,First Owner,Diesel,MANUAL,09/03/2021,11,42,469199
ToyotaEtiosCROSS,110780,2015,First Owner,Diesel,MANUAL,Expired,5,46,396099
ToyotaCorollaAltis1.8,155611,2010,First Owner,Petrol,MH02,Third_party,7,38,270999
MarutiSwiftDzireVDIBS,86747,2012,First Owner,Diesel,MANUAL,26/06/2021,7,44,332299
HyundaiGrandi10SPORTS1.2,28971,2015,First Owner,Petrol,MANUAL,20/01/2021,4,45,401499
HondaAmaze1.2SMTI,19568,2016,Second Owner,Petrol,MANUAL,Expired,7,45,464679
MarutiWagonR1.0LXI,73290,2016,First Owner,Petrol + CNG,MANUAL,14/02/2021,13,46,392599
HondaCitySVMT,10750,2019,First Owner,Petrol,MANUAL,20/02/2022,15,49,1007106
MarutiSwift,194924,2009,Second Owner,Diesel,MANUAL,24/04/2021,7,4,256599
MarutiWagonR1.0LXI,101082,2013,First Owner,Petrol + CNG,MANUAL,04/04/2021,7,42,245599
MarutiSwift,32490,2014,First Owner,Petrol,MANUAL,29/08/2021,11,45,506399
MarutiWagonR1.0,3814,2018,First Owner,Petrol,MANUAL,29/08/2021,11,48,453099
HyundaiGrandi10MAGNA1.2KAPPA,10968,2017,First Owner,Petrol,MANUAL,20/01/2021,6,48,461199
HyundaiGrandi10SPORTS1.2,15085,2016,First Owner,Petrol,MANUAL,16/05/2021,2,4,438999
MarutiAltoK10,36929,2017,Second Owner,Petrol,MANUAL,13/04/2021,8,47,343899
MahindraXUV500W10,105691,2016,First Owner,Diesel,MH43,Comp,5,4,941199
HyundaiSantroXingGL,69727,2011,Second Owner,Petrol,MANUAL,06/07/2021,6,4,259199
HyundaiGrandi10SPORTS1.2,6049,2016,First Owner,Petrol,MANUAL,14/11/2021,6,48,455699
VolkswagenPoloHIGHLINE1.2L,53505,2013,Second Owner,Petrol,MANUAL,29/05/2021,9,41,331599
MarutiVitaraBrezza,33070,2018,First Owner,Diesel,MANUAL,24/01/2021,5,47,820199
MarutiSwiftDzireLXI1.2BS,80333,2011,First Owner,Petrol,MANUAL,29/01/2021,11,42,236599
HondaCityZX,80231,2006,Second Owner,Petrol,MANUAL,28/09/2020,19,3,103199
MarutiRitz,125525,2013,First Owner,Diesel,MANUAL,23/02/2021,11,42,2
MahindraTharCRDE4X4BS,41038,2014,First Owner,Diesel,MANUAL,01/11/2020,3,41,541799
MarutiWagonR1.0LXI,28608,2017,First Owner,Petrol + CNG,MANUAL,05/02/2021,7,45,395511
FiatGrandPuntoDYNAMIC,147730,2012,First Owner,Diesel,MANUAL,30/01/2021,9,41,0
HondaAmaze1.5EXMTI,172802,2013,First Owner,Diesel,MANUAL,28/04/2021,7,4,239399
MarutiCiazZXI,82206,2015,First Owner,Petrol,MH02,Zero_Dep,3,4,550799
HyundaiEon,77484,2011,First Owner,Petrol,MANUAL,27/06/2021,5,4,242899
MarutiSwift,71157,2015,First Owner,Petrol,MANUAL,06/03/2021,14,43,434899
MarutiCiaz,69308,2014,First Owner,Petrol,MANUAL,Expired,6,42,519799
MarutiZenEstilo,63798,2009,First Owner,Petrol,MANUAL,20/11/2021,9,42,121199
HyundaiGrandi10SPORTZ(O)1.2AT,18363,2018,First Owner,Petrol,TN12,Zero_Dep,12,49,574599
MarutiSwiftLXI,46237,2016,Second Owner,Petrol + CNG,MANUAL,03/02/2021,6,47,420499
HyundaiElitei20ASTA1.4,93960,2015,First Owner,Diesel,MANUAL,14/09/2021,4,42,521699
MarutiAltoK10,98722,2013,First Owner,Petrol,MANUAL,Insurance Expired,5,43,189969
HyundaiElitei20ASTA1.4,75255,2015,First Owner,Diesel,MANUAL,07/04/2021,9,45,548999
MahindraXUV500W6,124398,2012,Third Owner,Diesel,MANUAL,01/01/2021,11,4,412999
HondaCityZX1.5,145153,2007,First Owner,Petrol,DL4C,Comp,25,43,176091
FordFigo1.2EXI,46292,2011,Second Owner,Petrol,MANUAL,18/10/2021,3,4,189199
MarutiSwiftDzireVDIBS,48390,2012,First Owner,Diesel,MANUAL,09/11/2021,10,43,311500
ToyotaEtios,110868,2011,First Owner,Petrol + CNG,MANUAL,30/06/2021,5,43,269099
MarutiBalenoSIGMA1.2,59690,2017,First Owner,Petrol,MANUAL,Expired,4,44,451199
HyundaiVernaFLUIDIC1.6SXCRDI,57243,2013,First Owner,Diesel,MANUAL,12/05/2021,7,44,501899
HondaJazz1.2V,34345,2016,First Owner,Petrol,AUTOMATIC,Third_party,5,45,619199
HondaCityVMT,53059,2009,Second Owner,Petrol,MANUAL,Insurance Expired,9,38,241099
HyundaiVernaFLUIDIC1.6SXCRDI,107240,2012,First Owner,Diesel,MANUAL,11/09/2021,7,43,430399
MarutiAltoK10,9108,2018,First Owner,Petrol,MANUAL,31/03/2021,4,49,345399
MarutiAlto800,19748,2018,First Owner,Petrol,MANUAL,18/04/2021,8,49,301499
MarutiCiazVDI+,59054,2016,First Owner,Diesel,MANUAL,02/07/2021,5,45,595199
MarutiSwiftVDI,27735,2015,First Owner,Diesel,MANUAL,06/08/2021,5,47,424199
TataNanoTWIST,33476,2015,First Owner,Petrol,AUTOMATIC,29/09/2021,3,44,158199
MarutiSwiftDzireVXI1.2BS,43160,2015,Third Owner,Petrol,MANUAL,26/02/2021,5,44,456099
VolkswagenVentoTRENDLINE,42013,2010,First Owner,Petrol,MANUAL,27/12/2021,13,39,263799
JeepCompass2.0LIMITED,67379,2017,First Owner,Diesel,MH12,Third_party,4,46,1393799
MarutiWagonR1.0,29699,2010,First Owner,Petrol,MANUAL,31/10/2021,18,43,229599
NissanMicraXEPLUS,65120,2010,Second Owner,Petrol,MANUAL,22/09/2021,10,43,138199
MarutiAltoK10,41190,2010,First Owner,Petrol,MANUAL,05/09/2021,9,42,175599
MarutiDzire,12177,2017,First Owner,Petrol,MANUAL,27/06/2021,26,48,602799
HyundaiGrandi10MAGNA1.2KAPPA,27492,2014,First Owner,Petrol,MANUAL,06/06/2021,7,46,0
Hyundaii10ERA1.1,56807,2013,Second Owner,Petrol,MANUAL,07/01/2021,4,39,231699
HyundaiVernaFLUIDIC1.6SXCRDI,71426,2013,First Owner,Diesel,MANUAL,17/08/2021,2,42,453300
Hyundaii10SPORTZ1.2,68764,2011,Second Owner,Petrol,MANUAL,01/01/2022,8,42,318599
HondaBrio1.2SMTI,45701,2014,First Owner,Petrol,MANUAL,04/02/2021,4,44,311299
MahindraTharCRDE4X4BS,10003,2019,First Owner,Diesel,MANUAL,29/08/2022,12,48,874899
ToyotaInnova2.5V,131152,2011,First Owner,Diesel,MANUAL,05/11/2021,7,45,509899
RenaultKwid1.0RXT,18463,2017,First Owner,Petrol,MANUAL,11/10/2021,4,48,301999
HondaCitySMT,71447,2009,First Owner,Petrol + CNG,MANUAL,24/02/2021,9,42,286499
RenaultDuster85PS,163575,2013,Second Owner,Diesel,MANUAL,24/03/2021,5,41,358999
HyundaiElitei20ASTA1.4,97454,2014,First Owner,Diesel,MANUAL,16/01/2022,4,42,427500
MarutiSwiftDzireLXI1.2BS,72329,2011,First Owner,Petrol,MANUAL,01/11/2020,7,4,224199
FordEcosport1.5TRENDTI,4400,2019,First Owner,Petrol,MANUAL,11/03/2021,5,5,1001799
MarutiSX4,75099,2010,Second Owner,Petrol,MANUAL,Expired,5,42,195599
MarutiWagonR1.0,45170,2016,First Owner,Petrol,MANUAL,Insurance Expired,6,41,409699
Hyundaii20MAGNA1.2,66476,2010,First Owner,Petrol,MANUAL,09/03/2021,31,4,212699
TataNanoTWIST,27827,2015,Second Owner,Petrol,AUTOMATIC,19/12/2021,7,43,185699
MarutiWagonR1.0,51339,2012,First Owner,Petrol,MANUAL,26/05/2021,3,43,281099
MarutiWagonR,43468,2009,Second Owner,Petrol,MANUAL,21/08/2021,13,4,266299
Hyundaii10ERA1.1,90962,2010,First Owner,Petrol + CNG,MANUAL,11/05/2021,2,4,187407
Hyundaii20SPORTZ1.2,71622,2012,Second Owner,Petrol,MANUAL,09/11/2021,4,42,308599
Hyundaii10MAGNA,40517,2009,First Owner,Petrol,MANUAL,28/04/2021,9,41,274199
MarutiSwift,79019,2013,First Owner,Diesel,MANUAL,30/10/2021,6,42,364799
MarutiCelerioVXI,23893,2016,First Owner,Petrol,AUTOMATIC,Expired,9,44,425699
MarutiCelerioVXI,11192,2014,Second Owner,Petrol,AUTOMATIC,17/10/2021,2,49,355899
HyundaiGrandi10SPORTS1.2,50746,2017,First Owner,Petrol,MANUAL,15/07/2021,20,45,403594
MarutiWagonR1.0,27767,2015,First Owner,Petrol,MANUAL,19/08/2021,8,45,353699
MarutiWagonR1.0,33829,2011,First Owner,Petrol,MANUAL,28/02/2021,9,44,342299
HondaJazz1.2BASEI,62664,2011,Third Owner,Petrol,MANUAL,07/05/2021,7,43,244899
Hyundaii20SPORTZ1.4,81363,2013,Second Owner,Diesel,MANUAL,05/05/2021,4,39,414299
HondaCityVMT,48146,2012,First Owner,Petrol,MANUAL,16/12/2021,7,43,424399
MarutiBalenoZETA1.2,19726,2015,First Owner,Petrol,MANUAL,18/12/2021,12,48,523699
MarutiEeco5STRCNGWITHAC,100534,2017,First Owner,Petrol + CNG,MANUAL,Expired,5,44,312899
MarutiSwift,50244,2018,First Owner,Petrol,MANUAL,22/02/2021,8,45,597799
MarutiErtigaVDI,79746,2015,First Owner,Diesel,MANUAL,15/09/2021,15,39,746299
Hyundaii10SPORTZ,35925,2009,First Owner,Petrol,MANUAL,10/11/2021,1,43,352699
MarutiErtigaVDI,171976,2012,First Owner,Diesel,MANUAL,11/01/2021,2,43,370399
Hyundaii20SPORTZ1.2,41952,2011,First Owner,Petrol,MANUAL,12/01/2022,5,43,292921
MarutiAltoK10,40798,2014,First Owner,Petrol,MANUAL,01/12/2021,8,46,258899
TataTiagoXZ1.2,37363,2017,First Owner,Petrol,MANUAL,15/07/2021,7,46,472599
VolkswagenPoloHIGHLINE1.2L,63934,2013,First Owner,Diesel,MANUAL,10/06/2021,4,42,372699
MarutiSwift,54695,2014,Second Owner,Petrol,MANUAL,23/07/2021,6,44,403099
Hyundaii10SPORTZ,97694,2009,Third Owner,Petrol,MANUAL,31/03/2021,19,38,242899
ToyotaEtios,130929,2012,First Owner,Diesel,MANUAL,Expired,8,43,303899
MarutiAltoK10,63663,2011,First Owner,Petrol,MANUAL,Expired,4,42,147299
MarutiEeco5STRCNGWITHAC,21297,2019,First Owner,Petrol + CNG,MANUAL,02/08/2022,8,48,396599
MarutiSwiftLDIBS,104867,2010,Second Owner,Diesel,MANUAL,20/12/2021,7,4,225999
MarutiRitz,69662,2014,First Owner,Diesel,MANUAL,22/08/2021,5,43,253299
HyundaiElitei20MagnaExecutive,65667,2018,First Owner,Diesel,MANUAL,17/07/2021,1,45,643499
MarutiBalenoSIGMA1.2,20433,2018,First Owner,Petrol,MANUAL,02/02/2021,2,45,574925
MarutiAStar,40253,2008,First Owner,Petrol,MANUAL,Expired,11,42,213299
MarutiAltoK10,80916,2013,Second Owner,Petrol,MANUAL,17/06/2021,5,43,166099
MarutiBalenoDELTA1.2,14828,2015,First Owner,Petrol,MANUAL,27/12/2021,10,47,527699
MarutiAltoK10,102508,2012,Second Owner,Petrol,MANUAL,13/06/2021,21,4,174299
HyundaiCreta1.6CRDISXPLUS,78027,2018,Second Owner,Diesel,AUTOMATIC,24/06/2021,9,45,1145699
HyundaiVernaFLUIDIC1.6SX,53901,2014,First Owner,Petrol,MANUAL,Expired,13,42,582699
FordEcosport1.5TITANIUMTIVCT,10009,2016,First Owner,Petrol,AUTOMATIC,Expired,9,44,0
MarutiSwiftVDI,33360,2017,First Owner,Diesel,MANUAL,16/01/2021,8,45,499199
Hyundaii20ASTA,82508,2009,Second Owner,Petrol,MANUAL,Comp,14,42,211199
ToyotaInnova2.5GX8STRBS,78059,2012,First Owner,Diesel,MANUAL,Expired,3,45,534899
Hyundaii10SPORTZ1.2AT,67856,2013,Second Owner,Petrol,AUTOMATIC,22/06/2021,8,44,332699
MarutiSwift,104448,2014,First Owner,Petrol + CNG,MANUAL,03/03/2021,9,41,365699
MarutiWagonR1.0,51116,2010,First Owner,Petrol,MANUAL,15/09/2021,17,42,180499
Hyundaii10MAGNA1.2,58188,2011,First Owner,Petrol,MANUAL,24/04/2021,8,48,231299
MarutiEeco7,54919,2016,First Owner,Petrol,MANUAL,Expired,11,43,360599
HyundaiElitei20SPORTZ,52042,2017,First Owner,Diesel,MANUAL,Expired,13,47,520399
VolkswagenJettaCOMFORTLINE2.0L,72980,2013,First Owner,Diesel,MANUAL,11/04/2021,2,42,571991
HondaJazz1.2BASEI,50556,2011,First Owner,Petrol,MANUAL,12/11/2021,7,41,405499
MarutiAlto800,20321,2019,First Owner,Petrol,MANUAL,23/04/2022,16,46,339799
Hyundaii20SPORTZ1.2,49947,2013,Second Owner,Petrol,MANUAL,28/09/2021,12,44,373199
NissanSunnyXV,63798,2012,First Owner,Diesel,MANUAL,15/02/2021,1,4,229899
HyundaiVernaFLUIDIC1.6SX,69753,2012,First Owner,Diesel,MANUAL,21/09/2021,14,43,428199
MarutiAlto,81798,2010,First Owner,Petrol + CNG,MANUAL,04/08/2021,13,42,155599
MarutiAlto,63454,2009,First Owner,Petrol,MANUAL,01/02/2021,5,43,159299
MarutiCelerioZXIOPT,30000,2017,First Owner,Petrol,AUTOMATIC,14/11/2021,14,46,525699
MarutiWagonR1.0LXI,100662,2011,Second Owner,Petrol + CNG,MANUAL,15/07/2021,6,43,201199
MarutiEeco5STRWITHACPLUS,81717,2016,First Owner,Petrol + CNG,DL4C,Zero_Dep,6,41,267199
